cell_id,row,col,corner_index,source_lon,source_lat,theta_rad,theta_deg,rho_unclipped,R,annulus_x,annulus_y
44,5,15,4,116.7000000000,39.9000020000,5.0767021213,290.873605,0.6063664614,1.5154114922,0.5399526302,-1.4159530882
45,5,16,1,116.8000060000,39.8000020000,5.1415542089,294.589356,0.8018633490,1.6815838466,0.6997270135,-1.5290867666
45,5,16,2,116.9000060000,39.8000020000,5.2602346844,301.389247,0.9442842835,1.8026416410,0.9389048664,-1.5388224517
45,5,16,3,116.9000060000,39.9000020000,5.3639570735,307.332102,1.4361331276,2.2207131585,1.3467159517,-1.7657641625
45,5,16,4,116.8000060000,39.9000020000,5.2319763884,299.770166,0.7460384205,1.6341326574,0.8113828813,-1.4184665530
46,6,2,1,115.4000000000,39.9000000000,3.5865054184,205.491624,1.0848362305,1.9221107959,-1.7349898752,-0.8272363899
46,6,2,2,115.5000000000,39.9000000000,3.6246285521,207.675918,1.0151325045,1.8628626289,-1.6497305085,-0.8652435629
46,6,2,3,115.5000000000,40.0000000000,3.5163593102,201.472548,0.9410028172,1.7998523947,-1.6749301544,-0.6588456727
46,6,2,4,115.4000000000,40.0000000000,3.4850196298,199.676916,1.0463995447,1.8894396130,-1.7791082043,-0.6362044078
47,6,3,1,115.5000000000,39.9000000000,3.6246285521,207.675918,1.0151325045,1.8628626289,-1.6497305085,-0.8652435629
47,6,3,2,115.6000000000,39.9000000000,3.6692323388,210.231527,0.9146589217,1.7774600835,-1.5357217507,-0.8949430443
47,6,3,3,115.6000000000,40.0000000000,3.5536366185,203.608380,0.8489835128,1.7216359859,-1.5775422230,-0.6894860424
47,6,3,4,115.5000000000,40.0000000000,3.5163593102,201.472548,0.9410028172,1.7998523947,-1.6749301544,-0.6588456727
48,6,4,1,115.5999940000,39.9000000000,3.6692294387,210.231361,0.9146655871,1.7774657490,-1.5357292412,-0.8949414431
48,6,4,2,115.6999940000,39.9000000000,3.7218873389,213.248436,0.7556105030,1.6422689275,-1.3734313418,-0.9004074521
48,6,4,3,115.6999940000,40.0000000000,3.5985723566,206.183008,0.7962056224,1.6767747791,-1.5047196842,-0.7398596701
48,6,4,4,115.5999940000,40.0000000000,3.5536341721,203.608240,0.8489860342,1.7216381291,-1.5775458736,-0.6894830413
49,6,5,1,115.7000000000,39.9000000000,3.7218907778,213.248633,0.7556043662,1.6422637113,-1.3734238831,-0.9004093152
49,6,5,2,115.8000000000,39.9000000000,3.7846142298,216.842422,0.6927261717,1.5888172460,-1.2715107844,-0.9526807263
49,6,5,3,115.8000000000,40.0000000000,3.6535556372,209.333318,0.7137665406,1.6067015595,-1.4006975845,-0.7871062050
49,6,5,4,115.7000000000,40.0000000000,3.5985753263,206.183178,0.7962014402,1.6767712242,-1.5047142969,-0.7398625702
50,6,6,1,115.8000060000,39.9000000000,3.7846183430,216.842658,0.6927212419,1.5888130556,-1.2715035124,-0.9526834436
50,6,6,2,115.9000060000,39.9000000000,3.8599324793,221.157840,0.6080688955,1.5168585611,-1.1420418794,-0.9982986728
50,6,6,3,115.9000060000,40.0000000000,3.7218957451,213.248918,0.5666970988,1.4816925340,-1.2391342952,-0.8123785840
50,6,6,4,115.8000060000,40.0000000000,3.6535592979,209.333528,0.7137598752,1.6066958939,-1.4006897640,-0.7871085570
51,6,7,1,115.9000000000,39.9000000000,3.8599275242,221.157556,0.6080705165,1.5168599390,-1.1420478635,-0.9982939207
51,6,7,2,116.0000000000,39.9000000000,3.9508772251,226.368590,0.5744835356,1.4883110053,-1.0269590498,-1.0772301326
51,6,7,3,116.0000000000,40.0000000000,3.8081798375,218.192632,0.4990038150,1.4241532428,-1.1192938841,-0.8805643985
51,6,7,4,115.9000000000,40.0000000000,3.7218911599,213.248655,0.5667032355,1.4816977502,-1.2391423824,-0.8123757622
52,6,8,1,116.0000000000,39.9000000000,3.9508772251,226.368590,0.5744835356,1.4883110053,-1.0269590498,-1.0772301326
52,6,8,2,116.1000000000,39.9000000000,4.0608305311,232.668451,0.5255457761,1.4467139097,-0.8773254017,-1.1503396350
52,6,8,3,116.1000000000,40.0000000000,3.9186178635,224.520265,0.4296971787,1.3652426019,-0.9734213855,-0.9572555396
52,6,8,4,116.0000000000,40.0000000000,3.8081798375,218.192632,0.4990038150,1.4241532428,-1.1192938841,-0.8805643985
53,6,9,1,116.0999940000,39.9000000000,4.0608232983,232.668036,0.5255507330,1.4467181231,-0.8773362771,-1.1503366396
53,6,9,2,116.1999940000,39.9000000000,4.1928037273,240.229958,0.5456934884,1.4638394651,-0.7268258198,-1.2706495218
53,6,9,3,116.1999940000,40.0000000000,4.0608212892,232.667921,0.3941644109,1.3350397493,-0.8096130616,-1.0615355965
53,6,9,4,116.0999940000,40.0000000000,3.9186103646,224.519835,0.4297003484,1.3652452961,-0.9734304849,-0.9572501291
54,6,10,1,116.2000000000,39.9000000000,4.1928123470,240.230452,0.5456892783,1.4638358865,-0.7268130903,-1.2706526805
54,6,10,2,116.3000000000,39.9000000000,4.3480775041,249.126490,0.5563803276,1.4729232784,-0.5248114659,-1.3762543041
54,6,10,3,116.3000000000,40.0000000000,4.2420091312,243.049220,0.4149924276,1.3527435635,-0.6130970854,-1.2058304658
54,6,10,4,116.2000000000,40.0000000000,4.0608309330,232.668474,0.3941594540,1.3350355359,-0.8096002692,-1.0615400540
55,6,11,1,116.3000060000,39.9000000000,4.3480874917,249.127062,0.5563814098,1.4729241983,-0.5247980480,-1.3762604051
55,6,11,2,116.4000060000,39.9000000000,4.5239947743,259.205807,0.4955817552,1.4212444919,-0.2661731638,-1.3960973292
55,6,11,3,116.4000060000,40.0000000000,4.4634550321,255.737135,0.3903528174,1.3317998948,-0.3281167495,-1.2907479841
55,6,11,4,116.3000060000,40.0000000000,4.2420212514,243.049914,0.4149923562,1.3527435028,-0.6130824430,-1.2058378425
56,6,12,1,116.4000000000,39.9000000000,4.5239837356,259.205175,0.4955846311,1.4212469365,-0.2661890327,-1.3960967922
56,6,12,2,116.5000000000,39.9000000000,4.7123889804,270.000000,0.5319559181,1.4521625304,-0.0000000000,-1.4521625304
56,6,12,3,116.5000000000,40.0000000000,4.7123889804,270.000000,0.3989672711,1.3391221804,-0.0000000000,-1.3391221804
56,6,12,4,116.4000000000,40.0000000000,4.4634407047,255.736314,0.3903707635,1.3318151489,-0.3281390010,-1.2907580668
57,6,13,1,116.5000000000,39.9000000000,4.7123889804,270.000000,0.5319559181,1.4521625304,-0.0000000000,-1.4521625304
57,6,13,2,116.6000000000,39.9000000000,4.9007942252,280.794825,0.5725643716,1.4866797159,0.2784441081,-1.4603716843
57,6,13,3,116.6000000000,40.0000000000,4.9613372561,284.263686,0.4340838730,1.3689712920,0.3372937096,-1.3267687635
57,6,13,4,116.5000000000,40.0000000000,4.7123889804,270.000000,0.3989672711,1.3391221804,-0.0000000000,-1.3391221804
58,6,14,1,116.5999940000,39.9000000000,4.9007831865,280.794193,0.5725644257,1.4866797619,0.2784279960,-1.4603748030
58,6,14,2,116.6999940000,39.9000000000,5.0766904690,290.872938,0.6063608527,1.5154067248,0.5399344325,-1.4159549252
58,6,14,3,116.6999940000,40.0000000000,5.1827567094,296.950086,0.5007982332,1.4256784982,0.6461376121,-1.2708522206
58,6,14,4,116.5999940000,40.0000000000,4.9613229287,284.262865,0.4340807691,1.3689686538,0.3372740504,-1.3267710390
59,6,15,1,116.7000000000,39.9000000000,5.0767004567,290.873510,0.6063682589,1.5154130201,0.5399508176,-1.4159554146
59,6,15,2,116.8000000000,39.9000000000,5.2319656138,299.769548,0.7460386297,1.6341328353,0.8113676860,-1.4184754497
59,6,15,3,116.8000000000,40.0000000000,5.3639470278,307.331526,1.0770899455,1.9155264537,1.1616250586,-1.5231115580
59,6,15,4,116.7000000000,40.0000000000,5.1827688296,296.950780,0.5008547896,1.4257265712,0.6461748029,-1.2708872412
60,7,3,1,115.5000000000,40.0000000000,3.5163593102,201.472548,0.9410028172,1.7998523947,-1.6749301544,-0.6588456727
60,7,3,2,115.6000000000,40.0000000000,3.5536366185,203.608380,0.8489835128,1.7216359859,-1.5775422230,-0.6894860424
60,7,3,3,115.6000000000,40.1000000000,3.4251189715,196.244861,0.9624939143,1.8181198271,-1.7455312969,-0.5086061318
60,7,3,4,115.5000000000,40.1000000000,3.3980563309,194.694286,1.3369925635,2.1364436790,-2.0665671297,-0.5419334756
61,7,4,1,115.5999940000,40.0000000000,3.5536341721,203.608240,0.8489860342,1.7216381291,-1.5775458736,-0.6894830413
61,7,4,2,115.6999940000,40.0000000000,3.5985723566,206.183008,0.7962056224,1.6767747791,-1.5047196842,-0.7398596701
61,7,4,3,115.6999940000,40.1000000000,3.4583510620,198.148920,0.7911846992,1.6725069943,-1.5892999810,-0.5209656575
61,7,4,4,115.5999940000,40.1000000000,3.4251171810,196.244759,0.9625027924,1.8181273735,-1.7455394527,-0.5086051174
62,7,5,1,115.7000000000,40.0000000000,3.5985753263,206.183178,0.7962014402,1.6767712242,-1.5047142969,-0.7398625702
62,7,5,2,115.8000000000,40.0000000000,3.6535556372,209.333318,0.7137665406,1.6067015595,-1.4006975845,-0.7871062050
62,7,5,3,115.8000000000,40.1000000000,3.5000357758,200.537278,0.6624673285,1.5630972292,-1.4637532360,-0.5483606586
62,7,5,4,115.7000000000,40.1000000000,3.4583532819,198.149047,0.7911731543,1.6724971811,-1.5892894995,-0.5209661289
63,7,6,1,115.8000060000,40.0000000000,3.6535592979,209.333528,0.7137598752,1.6066958939,-1.4006897640,-0.7871085570
63,7,6,2,115.9000060000,40.0000000000,3.7218957451,213.248918,0.5666970988,1.4816925340,-1.2391342952,-0.8123785840
63,7,6,3,115.9000060000,40.1000000000,3.5536408998,203.608625,0.5659870103,1.4810889587,-1.3571254409,-0.5931568439
63,7,6,4,115.8000060000,40.1000000000,3.5000385917,200.537439,0.6624610047,1.5630918540,-1.4637466583,-0.5483628947
64,7,7,1,115.9000000000,40.0000000000,3.7218911599,213.248655,0.5667032355,1.4816977502,-1.2391423824,-0.8123757622
64,7,7,2,116.0000000000,40.0000000000,3.8081798375,218.192632,0.4990038150,1.4241532428,-1.1192938841,-0.8805643985
64,7,7,3,116.0000000000,40.1000000000,3.6246295804,207.675977,0.5075666499,1.4314316524,-1.2676593312,-0.6648581770
64,7,7,4,115.9000000000,40.1000000000,3.5536372301,203.608415,0.5659895316,1.4810911019,-1.3571295814,-0.5931527219
65,7,8,1,116.0000000000,40.0000000000,3.8081798375,218.192632,0.4990038150,1.4241532428,-1.1192938841,-0.8805643985
65,7,8,2,116.1000000000,40.0000000000,3.9186178635,224.520265,0.4296971787,1.3652426019,-0.9734213855,-0.9572555396
65,7,8,3,116.1000000000,40.1000000000,3.7218919241,213.248699,0.3778021048,1.3211317891,-1.1048606723,-0.7243425287
65,7,8,4,116.0000000000,40.1000000000,3.6246295804,207.675977,0.5075666499,1.4314316524,-1.2676593312,-0.6648581770
66,7,9,1,116.0999940000,40.0000000000,3.9186103646,224.519835,0.4297003484,1.3652452961,-0.9734304849,-0.9572501291
66,7,9,2,116.1999940000,40.0000000000,4.0608212892,232.667921,0.3941644109,1.3350397493,-0.8096130616,-1.0615355965
66,7,9,3,116.1999940000,40.1000000000,3.8599188529,221.157060,0.3040374367,1.2584318212,-0.9474838311,-0.8282059154
66,7,9,4,116.0999940000,40.1000000000,3.7218850463,213.248305,0.3778082416,1.3211370053,-1.1048700165,-0.7243377896
67,7,10,1,116.2000000000,40.0000000000,4.0608309330,232.668474,0.3941594540,1.3350355359,-0.8096002692,-1.0615400540
67,7,10,2,116.3000000000,40.0000000000,4.2420091312,243.049220,0.4149924276,1.3527435635,-0.6130970854,-1.2058304658
67,7,10,3,116.3000000000,40.1000000000,4.0608317366,232.668520,0.2627731319,1.2233571621,-0.7418748172,-0.9727407166
67,7,10,4,116.2000000000,40.1000000000,3.8599287629,221.157627,0.3040358157,1.2584304433,-0.9474745861,-0.8282143982
68,7,11,1,116.3000060000,40.0000000000,4.2420212514,243.049914,0.4149923562,1.3527435028,-0.6130824430,-1.2058378425
68,7,11,2,116.4000060000,40.0000000000,4.4634550321,255.737135,0.3903528174,1.3317998948,-0.3281167495,-1.2907479841
68,7,11,3,116.4000060000,40.1000000000,4.3480983118,249.127682,0.2781919865,1.2364631886,-0.4405352673,-1.1553224204
68,7,11,4,116.3000060000,40.1000000000,4.0608462026,232.669349,0.2627681750,1.2233529487,-0.7418581904,-0.9727480982
69,7,12,1,116.4000000000,40.0000000000,4.4634407047,255.736314,0.3903707635,1.3318151489,-0.3281390010,-1.2907580668
69,7,12,2,116.5000000000,40.0000000000,4.7123889804,270.000000,0.3989672711,1.3391221804,-0.0000000000,-1.3391221804
69,7,12,3,116.5000000000,40.1000000000,4.7123889804,270.000000,0.2659786240,1.2260818304,-0.0000000000,-1.2260818304
69,7,12,4,116.4000000000,40.1000000000,4.3480783364,249.126538,0.2781909044,1.2364622687,-0.4405580175,-1.1553127608
70,7,13,1,116.5000000000,40.0000000000,4.7123889804,270.000000,0.3989672711,1.3391221804,-0.0000000000,-1.3391221804
70,7,13,2,116.6000000000,40.0000000000,4.9613372561,284.263686,0.4340838730,1.3689712920,0.3372937096,-1.3267687635
70,7,13,3,116.6000000000,40.1000000000,5.0766996244,290.873462,0.3031845788,1.2577068920,0.4481275886,-1.1751630910
70,7,13,4,116.5000000000,40.1000000000,4.7123889804,270.000000,0.2659786240,1.2260818304,-0.0000000000,-1.2260818304
71,7,14,1,116.5999940000,40.0000000000,4.9613229287,284.262865,0.4340807691,1.3689686538,0.3372740504,-1.3267710390
71,7,14,2,116.6999940000,40.0000000000,5.1827567094,296.950086,0.5007982332,1.4256784982,0.6461376121,-1.2708522206
71,7,14,3,116.6999940000,40.1000000000,5.3639317582,307.330651,0.7180447615,1.6103380473,0.9765313199,-1.2804589832
71,7,14,4,116.5999940000,40.1000000000,5.0766796490,290.872318,0.3031771726,1.2577005968,0.4481018712,-1.1751661602
72,7,15,1,116.7000000000,40.0000000000,5.1827688296,296.950780,0.5008547896,1.4257265712,0.6461748029,-1.2708872412
72,7,15,2,116.8000000000,40.0000000000,5.3639470278,307.331526,1.0770899455,1.9155264537,1.1616250586,-1.5231115580
72,7,15,3,116.8000000000,40.1000000000,5.5648491978,318.842373,0.7935626487,1.6745282514,1.2607553881,-1.1020620292
72,7,15,4,116.7000000000,40.1000000000,5.3639462241,307.331480,0.7180602973,1.6103512527,0.9765578510,-1.2804553568
73,7,16,1,116.8000060000,40.0000000000,5.3639566716,307.332079,1.0771054814,1.9155396592,1.1616477554,-1.5231108556
73,7,16,2,116.9000060000,40.0000000000,5.5061675962,315.480165,1.1678470036,1.9926699530,1.4207891315,-1.3971727830
73,7,16,3,116.9000060000,40.1000000000,5.7028929144,326.751695,0.7708593576,1.6552304540,1.3842731614,-0.9075106999
73,7,16,4,116.8000060000,40.1000000000,5.5648591079,318.842940,0.7935653485,1.6745305462,1.2607680373,-1.1020510452
74,7,17,1,116.9000000000,40.0000000000,5.5061600973,315.479735,1.1678443038,1.9926676582,1.4207770180,-1.3971818283
74,7,17,2,117.0000000000,40.0000000000,5.6165981233,321.807368,1.2128403496,2.0309142971,1.5961694877,-1.2557292100
74,7,17,3,117.0000000000,40.1000000000,5.8001483804,332.324023,0.8603577928,1.7313041239,1.5332229269,-0.8041401779
74,7,17,4,116.9000000000,40.1000000000,5.7028860367,326.751301,0.7708531808,1.6552252037,1.3842625289,-0.9075173420
75,8,6,1,115.8000060000,40.1000000000,3.5000385917,200.537439,0.6624610047,1.5630918540,-1.4637466583,-0.5483628947
75,8,6,2,115.9000060000,40.1000000000,3.5536408998,203.608625,0.5659870103,1.4810889587,-1.3571254409,-0.5931568439
75,8,6,3,115.9000060000,40.2000000000,3.3567455116,192.327351,0.9617378554,1.8174771771,-1.7755730069,-0.3880254968
75,8,6,4,115.8000060000,40.2000000000,3.3267626152,190.609457,1.1393662147,1.9684612825,-1.9348103829,-0.3624204780
76,8,7,1,115.9000000000,40.1000000000,3.5536372301,203.608415,0.5659895316,1.4810911019,-1.3571295814,-0.5931527219
76,8,7,2,116.0000000000,40.1000000000,3.6246295804,207.675977,0.5075666499,1.4314316524,-1.2676593312,-0.6648581770
76,8,7,3,116.0000000000,40.2000000000,3.3980575577,194.694357,0.6684956273,1.5682212832,-1.5169290655,-0.3977992000
76,8,7,4,115.9000000000,40.2000000000,3.3567434258,192.327231,0.9617485131,1.8174862361,-1.7755826664,-0.3880237274
77,8,8,1,116.0000000000,40.1000000000,3.6246295804,207.675977,0.5075666499,1.4314316524,-1.2676593312,-0.6648581770
77,8,8,2,116.1000000000,40.1000000000,3.7218919241,213.248699,0.3778021048,1.3211317891,-1.1048606723,-0.7243425287
77,8,8,3,116.1000000000,40.2000000000,3.4583547619,198.149132,0.3955847068,1.3362470007,-1.2697673400,-0.4162294431
77,8,8,4,116.0000000000,40.2000000000,3.3980575577,194.694357,0.6684956273,1.5682212832,-1.5169290655,-0.3977992000
78,8,9,1,116.0999940000,40.1000000000,3.7218850463,213.248305,0.3778082416,1.3211370053,-1.1048700165,-0.7243377896
78,8,9,2,116.1999940000,40.1000000000,3.8599188529,221.157060,0.3040374367,1.2584318212,-0.9474838311,-0.8282059154
78,8,9,3,116.1999940000,40.2000000000,3.5536317257,203.608100,0.2829980718,1.2405483611,-1.1367220598,-0.4968130380
78,8,9,4,116.0999940000,40.2000000000,3.4583503220,198.148878,0.3955962517,1.3362568139,-1.2697785130,-0.4162268622
79,8,10,1,116.2000000000,40.1000000000,3.8599287629,221.157627,0.3040358157,1.2584304433,-0.9474745861,-0.8282143982
79,8,10,2,116.3000000000,40.1000000000,4.0608317366,232.668520,0.2627731319,1.2233571621,-0.7418748172,-0.9727407166
79,8,10,3,116.3000000000,40.2000000000,3.7218942167,213.248830,0.1889009741,1.1605658280,-0.9705781243,-0.6363105734
79,8,10,4,116.2000000000,40.2000000000,3.5536390649,203.608520,0.2829955504,1.2405462179,-1.1367164498,-0.4968205223
80,8,11,1,116.3000060000,40.1000000000,4.0608462026,232.669349,0.2627681750,1.2233529487,-0.7418581904,-0.9727480982
80,8,11,2,116.4000060000,40.1000000000,4.3480983118,249.127682,0.2781919865,1.2364631886,-0.4405352673,-1.1553224204
80,8,11,3,116.4000060000,40.2000000000,4.0608630798,232.670316,0.1313818529,1.1116745750,-0.6741199575,-0.8839585078
80,8,11,4,116.3000060000,40.2000000000,3.7219079726,213.249619,0.1888948374,1.1605606118,-0.9705650088,-0.6363210646
81,8,12,1,116.4000000000,40.1000000000,4.3480783364,249.126538,0.2781909044,1.2364622687,-0.4405580175,-1.1553127608
81,8,12,2,116.5000000000,40.1000000000,4.7123889804,270.000000,0.2659786240,1.2260818304,-0.0000000000,-1.2260818304
81,8,12,3,116.5000000000,40.2000000000,4.7123889804,270.000000,0.1329899769,1.1130414804,-0.0000000000,-1.1130414804
81,8,12,4,116.4000000000,40.2000000000,4.0608341476,232.668658,0.1313868098,1.1116787883,-0.6741480871,-0.8839423539
82,8,13,1,116.5000000000,40.1000000000,4.7123889804,270.000000,0.2659786240,1.2260818304,-0.0000000000,-1.2260818304
82,8,13,2,116.6000000000,40.1000000000,5.0766996244,290.873462,0.3031845788,1.2577068920,0.4481275886,-1.1751630910
82,8,13,3,116.6000000000,40.2000000000,5.3639438132,307.331342,0.3590306492,1.3051760518,0.7914893654,-1.0378001304
82,8,13,4,116.5000000000,40.2000000000,4.7123889804,270.000000,0.1329899769,1.1130414804,-0.0000000000,-1.1130414804
83,8,14,1,116.5999940000,40.1000000000,5.0766796490,290.872318,0.3031771726,1.2577005968,0.4481018712,-1.1751661602
83,8,14,2,116.6999940000,40.1000000000,5.3639317582,307.330651,0.7180447615,1.6103380473,0.9765313199,-1.2804589832
83,8,14,3,116.6999940000,40.2000000000,5.7028699882,326.750381,0.3854213112,1.3276081146,1.1102651325,-0.7279111494
83,8,14,4,116.5999940000,40.2000000000,5.3639148810,307.329684,0.3590151133,1.3051628463,0.7914513314,-1.0378125290
84,8,15,1,116.7000000000,40.1000000000,5.3639462241,307.331480,0.7180602973,1.6103512527,0.9765578510,-1.2804553568
84,8,15,2,116.8000000000,40.1000000000,5.5648491978,318.842373,0.7935626487,1.6745282514,1.2607553881,-1.1020620292
84,8,15,3,116.8000000000,40.2000000000,5.8711388958,336.391480,0.4424590722,1.3760902114,1.2609158427,-0.5511038990
84,8,15,4,116.7000000000,40.2000000000,5.7028837441,326.751170,0.3854274881,1.3276133649,1.1102795363,-0.7278987552
85,8,16,1,116.8000060000,40.1000000000,5.5648591079,318.842940,0.7935653485,1.6745305462,1.2607680373,-1.1020510452
85,8,16,2,116.9000060000,40.1000000000,5.7028929144,326.751695,0.7708593576,1.6552304540,1.3842731614,-0.9075106999
85,8,16,3,116.9000060000,40.2000000000,5.9664276387,341.851122,0.5162614082,1.4388221970,1.3672413047,-0.4481746637
85,8,16,4,116.8000060000,40.2000000000,5.8711462350,336.391900,0.4424629379,1.3760934972,1.2609228981,-0.5510959608
86,8,17,1,116.9000000000,40.1000000000,5.7028860367,326.751301,0.7708531808,1.6552252037,1.3842625289,-0.9075173420
86,8,17,2,117.0000000000,40.1000000000,5.8001483804,332.324023,0.8603577928,1.7313041239,1.5332229269,-0.8041401779
86,8,17,3,117.0000000000,40.2000000000,6.0267204031,345.305643,0.6111522216,1.5194793884,1.4697813843,-0.3854352008
86,8,17,4,116.9000000000,40.2000000000,5.9664231989,341.850868,0.5162552788,1.4388169870,1.3672343641,-0.4481791112
87,8,18,1,117.0000000000,40.1000000000,5.8001483804,332.324023,0.8603577928,1.7313041239,1.5332229269,-0.8041401779
87,8,18,2,117.1000000000,40.1000000000,5.8711407307,336.391585,0.8849156527,1.7521783048,1.6055278478,-0.7017187055
87,8,18,3,117.1000000000,40.2000000000,6.0680345349,347.672769,0.6994117497,1.5944999872,1.5577375403,-0.3404173392
87,8,18,4,117.0000000000,40.2000000000,6.0267204031,345.305643,0.6111522216,1.5194793884,1.4697813843,-0.3854352008
88,8,19,1,117.0999940000,40.1000000000,5.8711370610,336.391375,0.8849117870,1.7521750190,1.6055222619,-0.7017232814
88,8,19,2,117.1999940000,40.1000000000,5.9247393690,339.462561,0.9683347760,1.8230845596,1.7072150464,-0.6395733711
88,8,19,3,117.1999940000,40.2000000000,6.0980153456,349.390543,0.8059487574,1.6850564438,1.6562503577,-0.3102417950
